"top_code","top_code2","top_title","cip_code","cip_code2","cip_title","cip_note"
"070710","0707.10","Computer Programming","110205","11.0205","Computer Programming, Specific Platforms.","New 2020 CIP code"
"070710","0707.10","Computer Programming","110299","11.0299","Computer Programming, Other.",""
"070710","0707.10","Computer Programming","110501","11.0501","Computer Systems Analysis/Analyst.",""
"070710","0707.10","Computer Programming","110701","11.0701","Computer Science.",""
"070710","0707.10","Computer Programming","307001","30.7001","Data Science, General.","New 2020 CIP code"
"070710","0707.10","Computer Programming","307101","30.7101","Data Analytics, General.","New 2020 CIP code"
"070710","0707.10","Computer Programming","307103","30.7103","Data Visualization.","New 2020 CIP code"
"070720","0707.20","Database Design and Administration","110802","11.0802","Data Modeling/Warehousing and Database Administration.",""
"070720","0707.20","Database Design and Administration","307001","30.7001","Data Science, General.","New 2020 CIP code"
"070720","0707.20","Database Design and Administration","307101","30.7101","Data Analytics, General.","New 2020 CIP code"
"070730","0707.30","Computer Systems Analysis","110501","11.0501","Computer Systems Analysis/Analyst.",""
"070800","0708.00","Computer Infrastructure and Support","110901","11.0901","Computer Systems Networking and Telecommunications.",""
"070800","0708.00","Computer Infrastructure and Support","110902","11.0902","Cloud Computing.","New 2020 CIP code"
"070800","0708.00","Computer Infrastructure and Support","111001","11.1001","Network and System Administration/Administrator.",""
"070800","0708.00","Computer Infrastructure and Support","111002","11.1002","System, Networking and LAN/WAN Management/Manager.",""
"070800","0708.00","Computer Infrastructure and Support","111003","11.1003","Computer and Information Systems Security/Auditing/Information Assurance.","New Title"
"070800","0708.00","Computer Infrastructure and Support","111006","11.1006","Computer Support Specialist.",""
"070810","0708.10","Computer Networking","110901","11.0901","Computer Systems Networking and Telecommunications.",""
"070810","0708.10","Computer Networking","110902","11.0902","Cloud Computing.","New 2020 CIP code"
"070810","0708.10","Computer Networking","111001","11.1001","Network and System Administration/Administrator.",""
"070810","0708.10","Computer Networking","111002","11.1002","System, Networking and LAN/WAN Management/Manager.",""
"070810","0708.10","Computer Networking","111003","11.1003","Computer and Information Systems Security/Auditing/Information Assurance.","New Title"
"070820","0708.20","Computer Support","111003","11.1003","Computer and Information Systems Security/Auditing/Information Assurance.","New Title"
"070820","0708.20","Computer Support","111006","11.1006","Computer Support Specialist.",""
"070900","0709.00","World Wide Web Administration","111003","11.1003","Computer and Information Systems Security/Auditing/Information Assurance.","New Title"
"070900","0709.00","World Wide Web Administration","111004","11.1004","Web/Multimedia Management and Webmaster.",""
"070910","0709.10","E-Commerce (Technology emphasis)","110801","11.0801","Web Page, Digital/Multimedia and Information Resources Design.","New Title"
"070910","0709.10","E-Commerce (Technology emphasis)","520208","52.0208","E-Commerce/Electronic Commerce.",""
"079900","0799.00","Other Information Technology","110899","11.0899","Computer Software and Media Applications, Other.",""
"079900","0799.00","Other Information Technology","110999","11.0999","Computer Systems Networking and Telecommunications, Other.","New 2020 CIP code"
"079900","0799.00","Other Information Technology","119999","11.9999","Computer and Information Sciences and Support Services, Other.",""
"080100","0801.00","Education, General","130101","13.0101","Education, General.",""
"080100","0801.00","Education, General","130401","13.0401","Educational Leadership and Administration, General.",""
"080100","0801.00","Education, General","131202","13.1202","Elementary Education and Teaching.",""
"080100","0801.00","Education, General","131205","13.1205","Secondary Education and Teaching.",""
"080100","0801.00","Education, General","131206","13.1206","Teacher Education, Multiple Levels.",""
"080100","0801.00","Education, General","131207","13.1207","Montessori Teacher Education.",""
"080100","0801.00","Education, General","131208","13.1208","Waldorf/Steiner Teacher Education.",""
"080100","0801.00","Education, General","131209","13.1209","Kindergarten/Preschool Education and Teaching.",""
"080200","0802.00","Educational Aide (Teacher Assistant)","131501","13.1501","Teacher Assistant/Aide.",""
"080210","0802.10","Educational Aide (Teacher Assistant), Bilingual","130201","13.0201","Bilingual and Multilingual Education.",""
"080210","0802.10","Educational Aide (Teacher Assistant), Bilingual","131501","13.1501","Teacher Assistant/Aide.",""
"080900","0809.00","Special Education","131001","13.1001","Special Education and Teaching, General.","New Title"
"080900","0809.00","Special Education","131017","13.1017","Education/Teaching of Individuals in Elementary Special Education Programs.",""
"083500","0835.00","Physical Education","310501","31.0501","Sports, Kinesiology and Physical Education/Fitness, General.","New Title"
"083510","0835.10","Physical Fitness and Body Movement","310501","31.0501","Sports, Kinesiology and Physical Education/Fitness, General.","New Title"
"083520","0835.20","Fitness Trainer","310507","31.0507","Physical Fitness Technician.",""
"083550","0835.50","Intercollegiate Athletics","310501","31.0501","Sports, Kinesiology and Physical Education/Fitness, General.","New Title"
"083560","0835.60","Coaching","310504","31.0504","Sport and Fitness Administration/Management.",""
"083570","0835.70","Aquatics and Lifesaving","319999","31.9999","Parks, Recreation, Leisure, Fitness and Kinesiology, Other.","New Title"
"083580","0835.80","Adapted Physical Education","310501","31.0501","Sports, Kinesiology and Physical Education/Fitness, General.","New Title"
"083580","0835.80","Adapted Physical Education","512309","51.2309","Therapeutic Recreation/Recreational Therapy.",""
"083600","0836.00","Recreation","310101","31.0101","Parks, Recreation and Leisure Studies.",""
"083610","0836.10","Recreation Assistant","310101","31.0101","Parks, Recreation and Leisure Studies.",""
"083610","0836.10","Recreation Assistant","310301","31.0301","Parks, Recreation and Leisure Facilities Management, General.",""
"083700","0837.00","Health Education","310501","31.0501","Sports, Kinesiology and Physical Education/Fitness, General.","New Title"
"083700","0837.00","Health Education","510001","51.0001","Health and Wellness, General.",""
"083900","0839.00","Industrial Arts (Transfer)","131309","13.1309","Technology Teacher Education/Industrial Arts Teacher Education.",""
"085000","0850.00","Sign Language","161601","16.1601","American Sign Language (ASL).",""
"085010","0850.10","Sign Language Interpreting","161603","16.1603","Sign Language Interpretation and Translation.",""
"085010","0850.10","Sign Language Interpreting","220304","22.0304","Court Interpreter.","New 2020 CIP code"
"086000","0860.00","Educational Technology","130413","13.0413","Education Entrepreneurship.","New 2020 CIP code"
"086000","0860.00","Educational Technology","130501","13.0501","Educational/Instructional Technology.",""
"089900","0899.00","Other Education","139999","13.9999","Education, Other.",""
"090100","0901.00","Engineering, General (requires Calculus) (Transfer)","140101","14.0101","Engineering, General.",""
"090100","0901.00","Engineering, General (requires Calculus) (Transfer)","140102","14.0102","Pre-Engineering.",""
"092400","0924.00","Engineering Technology, General (requires Trigonometry)","140103","14.0103","Applied Engineering.","New 2020 CIP code"
"092400","0924.00","Engineering Technology, General (requires Trigonometry)","150000","15.0000","Engineering Technologies/Technicians, General.","New Title"
"092400","0924.00","Engineering Technology, General (requires Trigonometry)","150001","15.0001","Applied Engineering Technologies/Technicians.","New 2020 CIP code"
"092400","0924.00","Engineering Technology, General (requires Trigonometry)","150201","15.0201","Civil Engineering Technologies/Technicians.","New Title"
"092400","0924.00","Engineering Technology, General (requires Trigonometry)","150805","15.0805","Mechanical/Mechanical Engineering Technology/Technician.","New Title"
"093400","0934.00","Electronics and Electric Technology","144701","14.4701","Electrical and Computer Engineering.","New 2020 CIP code"
"093400","0934.00","Electronics and Electric Technology","150303","15.0303","Electrical, Electronic and Communications Engineering Technology/Technician.","New Title"
"093400","0934.00","Electronics and Electric Technology","150399","15.0399","Electrical/Electronic Engineering Technologies/Technicians, Other.","New Title"
"093400","0934.00","Electronics and Electric Technology","151702","15.1702","Power Plant Technology/Technician.","New 2020 CIP code"
"093400","0934.00","Electronics and Electric Technology","151703","15.1703","Solar Energy Technology/Technician.","Moved from 15.0505"
"093400","0934.00","Electronics and Electric Technology","470101","47.0101","Electrical/Electronics Equipment Installation and Repair Technology/Technician, General.","New Title"
"093410","0934.10","Computer Electronics","150306","15.0306","Integrated Circuit Design Technology/Technician.","New Title"
"093410","0934.10","Computer Electronics","151201","15.1201","Computer Engineering Technology/Technician.",""
"093410","0934.10","Computer Electronics","151203","15.1203","Computer Hardware Technology/Technician.",""
"093410","0934.10","Computer Electronics","470104","47.0104","Computer Installation and Repair Technology/Technician.",""
"093420","0934.20","Industrial Electronics","150612","15.0612","Industrial Technology/Technician.",""
"093420","0934.20","Industrial Electronics","470105","47.0105","Industrial Electronics Technology/Technician.",""
"093430","0934.30","Telecommunications Technology","150305","15.0305","Telecommunications Technology/Technician.","New Title"
"093430","0934.30","Telecommunications Technology","470103","47.0103","Communications Systems Installation and Repair Technology/Technician.",""
"093440","0934.40","Electrical Systems and Power Transmission","460301","46.0301","Electrical and Power Transmission Installation/Installer, General.",""
"093460","0934.60","Biomedical Instrumentation","150401","15.0401","Biomedical Technology/Technician.",""
"093470","0934.70","Electron Microscopy","150404","15.0404","Instrumentation Technology/Technician.",""
"093470","0934.70","Electron Microscopy","150499","15.0499","Electromechanical Technologies/Technicians, Other.","New Title"
"093480","0934.80","Laser and Optical Technology","150304","15.0304","Laser and Optical Technology/Technician.","New Title"
"093500","0935.00","Electro-Mechanical Technology","150403","15.0403","Electromechanical/Electromechanical Engineering Technology/Technician.","New Title"
"093500","0935.00","Electro-Mechanical Technology","150407","15.0407","Mechatronics, Robotics and Automation Engineering Technology/Technician.","New 2020 CIP code"
"093500","0935.00","Electro-Mechanical Technology","470105","47.0105","Industrial Electronics Technology/Technician.",""
"093510","0935.10","Appliance Repair","470106","47.0106","Appliance Installation and Repair Technology/Technician.",""
"093600","0936.00","Printing and Lithography","100305","10.0305","Graphic and Printing Equipment Operator, General Production.",""
"093600","0936.00","Printing and Lithography","100306","10.0306","Platemaker/Imager.",""
"093600","0936.00","Printing and Lithography","100307","10.0307","Printing Press Operator.",""
"093600","0936.00","Printing and Lithography","100308","10.0308","Computer Typography and Composition Equipment Operator.",""
"094300","0943.00","Instrumentation Technology","150404","15.0404","Instrumentation Technology/Technician.",""
"094500","0945.00","Industrial Systems Technology and Maintenance","470303","47.0303","Industrial Mechanics and Maintenance Technology/Technician.","New Title"
"094600","0946.00","Environmental Control Technology","150501","15.0501","Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician.",""
"094600","0946.00","Environmental Control Technology","470201","47.0201","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician.",""
"094610","0946.10","Energy Systems Technology","144801","14.4801","Energy Systems Engineering, General.","New 2020 CIP code"
